adsfa,0,dsfasdf,0,asdf,asdf,asdf,asd,fa,dfasd,fasdf,2nd booster shot,shortness of breath,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
asdf,0,fa,Male,aasdf,asdfasd,sdfasdfadasdfadf,asd,f,sdf,asdf,1st booster shot,shortness of breath,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
asdf,0,asdf,Male,dfasd,df,asdfas,fas,dasdf,asdf,asdfasdf,1st booster shot,fatigue,Yes
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
dafd,4,asdf,Male,asdf,asdf,asdf,asd,fasd,fasdf,asdf,2nd dose,fatigue,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
123,0,213,0,123,123,1231,3123123,12,123,23123,2nd booster shot,shortness of breath,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
123,0,213,0,123,123,1231,3123123,12,123,23123,2nd booster shot,shortness of breath,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
asdf,5,asdf,Male,asdf,asdf,asdf,dfasdf,sdfas,asd,fasdf,2nd booster shot,colds,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
afsdf,0dfasd,asdfasdf,0,asdf,adf,asdf,asdf,asdfadsf,asdf,asdfasdf,1st booster shot,fatigue,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
afsdf,0dfasd,asdfasdf,0,asdf,adf,asdf,asdf,asdfadsf,asdf,asdfasdf,1st booster shot,fatigue,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
afsdf,0dfasd,asdfasdf,0,asdf,adf,asdf,asdf,asdfadsf,asdf,asdfasdf,1st booster shot,fatigue,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
afsdf,0dfasd,asdfasdf,0,asdf,adf,asdf,asdf,asdfadsf,asdf,asdfasdf,1st booster shot,fatigue,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
asdfasf,12,asdfad,Male,asdf,asdf,asdf,asdf,asd,fasdfa,dsfadsf,2nd dose,shortness of breath,No
 , , , , , , , , , , , , , 
Name,Age,Birthday,Email Address,Contact Number,Gender,Address,Contact Person Name,C.P. Contact Number,C.P. Email Address,Relationship to C.P.,Vaccination Status,Symptoms,Exposure
asdfasd,0fasdf,asdf,Male,fadf,sdfa,asdfaa,asdfa,dfadf,adfasdf,adfadf,2nd dose,fatigue,No
 , , , , , , , , , , , , , 
Charles David Bernido,19,12112003,Male,bernidocharlesdavid,09683104963,valenzuela City,Ernesto Bernido,0917519181,ernestobernido@gmail.com,Father,2nd dose,None of the above,No,7081
Ray,12,0505050505,Female,rayrayray,128901234,BGC,alle,909132,sandra,wala,2nd dose,None of the above,No,3213
anteh,38,032812112,Female,awashhhhhhh,no clue raw,infanta,ingrid,meow,solonks,cat,2nd booster shot,"colds, sore throat, None",No,9728
Charles ,19,1211,0,dsafadsf,adsfa,pup,asdfasd,asdfa,sdfasd,fasdfasd,0,"shortness of breath, fatigue",No,1028
asdf,0asdfasdfa,asdfa,Female,sfasdfasdfsdasdf,sdfad,dfasdfasd,asdfasdfdsfasdfasdf,asdfasdfa,fasd,fasdfasdf,2nd booster shot,shortness of breath,No,7230
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,4086
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,9560
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,3876
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,5251
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,9005
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,5663
123123,01231,23131,Female,1,312312312313,32,123,23,1,12123,0,loss of taste,No,5617
asd,0asdf,afdadf,Male,adf,adsf,adsf,afdf,adsf,adsf,adsfad,2nd booster shot,loss of taste,No,6620
Chaer,139,134,Female,41324,143,13,123412341,234,34,341343,2nd booster shot,shortness of breath,No,8747
asdfasdf,0sdfasdfa,asdf,0,adsfa,dsfasdfasd,asdfa,sdfa,sdfasdf,asdf,asdfasdf,2nd booster shot,shortness of breath,No,6992
Charles David,1,asdf,Female,wawere,13134123,asdf,kjandksjfnakd,121313,adsfasdf,asfas,Not yet vaccinated,loss of smell,No,6488
Charles David,12,12,Female,sdfgsdfg,123123,13sdfa,dsfgsdf,12,dafdsfasdf,asdfadsf,2nd dose (Fully Vaccinated),"cough, colds, sore throat, fatigue, loss of smell",No,3233
